"Полож.пед.акселер.,%","Давл.масла двиг.,кПа","Темп.масла двиг.,°С","Обор.двиг.,об/мин","Значение счетчика моточасов, час:мин",Сост.пед.сцепл.,КПП. Температура масла,КПП. Давление масла в системе смазки,Скорость,ДВС. Давление смазки,ДВС. Температура охлаждающей жидкости,"Давление в пневмостистеме (spn46), кПа",Уровень топлива % (spn96),Электросистема. Напряжение,ДВС. Частота вращения коленчатого вала,predict
73.6,380,,1613.0,64900.0,1.0,,1184,12.6,380,83,768,,27.9,1613,1
73.6,380,,1594.25,64900.0,1.0,,1184,12.4,380,83,768,,27.85,1594.25,1
74.8,380,,1624.125,64900.0,1.0,,1184,12.8,380,83,736,,27.9,1624.125,1
41.6,240,,1199.375,64900.0,1.0,,1168,9.2,240,84,736,,27.85,1199.375,1
67.2,360,,1531.75,64900.0,1.0,,1168,0,360,83,736,,,1531.75,1
70.0,360,,1521.875,64900.0,1.0,,1184,12,360,83,736,,27.8,1521.875,1
70.0,368,,1526.75,64900.0,1.0,,1184,12.2,368,83,744,,27.9,1526.75,1
73.2,380,,1585.0,64900.0,1.0,,1168,12.4,380,83,736,,27.9,1585,1
70.4,360,,1558.25,64900.0,1.0,,1168,12,360,83,736,,27.9,1558.25,1
73.2,380,,1583.5,64906.0,1.0,,1168,12.5,380,83,744,,,1583.5,1
73.2,388,,1599.75,64906.0,1.0,,1184,12.7,388,83,736,,,1599.75,1
14.8,140,,789.375,,1.0,,1104,6.2,140,83,744,,27.85,789.375,1
44.4,280,,1215.5,64906.0,1.0,,1136,9.8,280,82,744,,27.9,1215.5,1
65.6,368,,1492.0,64906.0,1.0,,1168,11.7,368,83,744,,27.9,1492,1
68.8,380,,1533.75,64906.0,1.0,,1168,0,380,82,736,,27.9,1533.75,1
69.6,368,,1500.375,64906.0,1.0,,1168,12,368,83,744,,27.9,1500.375,1
70.4,380,,1576.0,64906.0,1.0,,1168,12.3,380,83,744,,,1576,1
70.4,368,,1515.0,64906.0,1.0,,1184,12.2,368,83,744,,27.9,1515,1
70.0,368,,1549.0,64906.0,1.0,,1184,12.1,368,83,816,,27.9,1549,1
72.0,380,,1598.625,64906.0,1.0,,1184,12.4,380,83,784,,27.9,1598.625,1
48.8,280,,1193.25,64906.0,1.0,,1168,0,280,83,784,,27.9,1193.25,1
36.8,208,,1011.0,64912.0,1.0,,1136,8,208,83,784,,27.9,1011,1
68.8,360,,1521.875,64912.0,1.0,,1168,11.9,360,83,784,,27.9,1521.875,1
71.6,388,,1581.375,64912.0,1.0,,1184,12.5,388,83,784,,27.9,1581.375,1
70.8,368,,1567.625,64912.0,1.0,,1184,0,368,83,784,,,1567.625,1
71.6,380,,1576.0,64912.0,1.0,,1168,0,380,83,784,,27.9,1576,1
71.2,368,,1572.875,64912.0,1.0,,1168,12.2,368,83,784,,27.9,1572.875,1
72.4,380,,1557.25,64912.0,1.0,,1168,12.2,380,83,784,,27.9,1557.25,1
72.0,380,,1560.375,64912.0,1.0,,1168,0,380,83,784,,27.9,1560.375,1
34.8,220,,1068.625,64912.0,1.0,,1136,0,220,83,784,,,1068.625,1
17.2,200,,897.25,64912.0,1.0,,1136,7.7,200,83,784,,27.9,897.25,1
71.6,380,,1571.0,64912.0,1.0,,1168,12.3,380,83,784,,27.9,1571,1
73.2,388,,1568.625,64912.0,1.0,,1184,12.6,388,83,784,,27.9,1568.625,1
71.6,368,,1536.75,64918.0,1.0,,1168,12,368,82,784,,27.9,1536.75,1
72.8,380,,1603.0,64918.0,1.0,,1184,12.4,380,83,784,,27.9,1603,1
73.6,388,,1608.5,64918.0,1.0,,1184,12.6,388,83,784,,27.9,1608.5,1
72.4,368,,1578.125,64918.0,1.0,,1184,0,368,83,784,,27.9,1578.125,1
70.0,368,,1550.0,64918.0,1.0,,1168,12.2,368,83,784,,,1550,1
38.4,228,,1135.5,64918.0,1.0,,1152,8.8,228,83,784,,,1135.5,1
61.2,328,,1415.25,64918.0,1.0,,1168,11.2,328,83,784,,,1415.25,1
66.8,360,,1498.5,64918.0,1.0,,1168,0,360,83,784,,27.9,1498.5,1
75.2,388,,1595.375,64918.0,1.0,,1184,12.7,388,83,800,,27.85,1595.375,1
72.0,380,,1559.0,64918.0,1.0,,1168,0,380,83,800,,27.9,1559,1
69.6,360,,1566.5,64918.0,1.0,,1184,12,360,83,800,,27.85,1566.5,1
69.2,360,,1546.0,64918.0,1.0,,1168,12.1,360,83,800,,,1546,1
72.0,380,,1555.125,64924.0,1.0,,1168,12.3,380,83,800,,,1555.125,1
0.0,100,,669.375,64924.0,1.0,,1072,5.1,100,83,784,,,669.375,1
39.6,228,,1106.0,,1.0,,1136,8.6,228,84,784,,,1106,1
66.4,360,,1501.375,64924.0,1.0,,1168,11.7,360,83,784,,,1501.375,1
71.2,380,,1576.0,64924.0,1.0,,1168,12.3,380,82,784,,27.85,1576,1
74.4,388,,1599.75,64924.0,1.0,,1168,12.6,388,82,784,,,1599.75,1
70.4,380,,1591.0,64924.0,1.0,,1184,12.5,380,83,800,,27.85,1591,1
65.2,340,,1467.5,64924.0,1.0,,1168,0,340,83,800,,,1467.5,1
70.0,368,,1585.625,64924.0,1.0,,1184,0,368,83,768,,,1585.625,1
72.4,368,,1609.625,64924.0,1.0,,1200,0,368,83,768,,,1609.625,1
29.6,208,,972.5,64924.0,1.0,,1136,8.1,208,83,768,,,972.5,1
46.0,260,,1218.625,64924.0,1.0,,1136,0,260,83,768,,,1218.625,1
70.0,360,,1548.0,64930.0,1.0,,1184,0,360,83,768,,,1548,1
72.0,380,,1580.375,64930.0,1.0,,1168,0,380,83,768,,,1580.375,1
72.0,380,,1578.125,64930.0,1.0,,1168,12.4,380,83,768,,,1578.125,1
72.4,368,,1602.0,64930.0,1.0,,1184,12.3,368,83,768,,,1602,1
69.2,368,,1564.0,64930.0,1.0,,1168,12.2,368,83,768,,,1564,1
70.4,360,,1539.875,64930.0,1.0,,1168,0,360,83,768,,,1539.875,1
68.8,348,,1528.75,64930.0,1.0,,1168,0,348,83,768,,27.85,1528.75,1
65.2,348,,1515.0,64930.0,1.0,,1168,11.9,348,83,768,,,1515,1
0.0,100,,655.125,64930.0,1.0,,896,0,100,83,768,,,655.125,1
0.0,108,,651.5,64930.0,1.0,,1168,0,108,83,744,,,651.5,1
0.0,108,,654.0,64930.0,1.0,,1152,0,108,83,816,,,654,1
0.0,108,,651.375,64930.0,1.0,,1152,0,108,83,816,,,651.375,1
0.0,108,,646.25,64936.0,1.0,,1168,0,108,82,816,,,646.25,1
0.0,108,,648.75,64936.0,1.0,,1168,0,108,82,816,,,648.75,1
0.0,108,,649.375,64936.0,1.0,,1168,0,108,81,816,,,649.375,1
0.0,108,,646.5,64936.0,1.0,,1168,0,108,81,816,,,646.5,1
0.0,108,,652.0,64936.0,1.0,,1168,0,108,81,816,,,652,1
0.0,120,,652.75,64936.0,1.0,,1152,0,120,81,816,,,652.75,1
0.0,120,,649.375,64936.0,1.0,,1152,0,120,81,816,,,649.375,1
0.0,120,,651.5,64936.0,1.0,,1152,0,120,81,816,,,651.5,1
0.0,120,,651.625,64936.0,1.0,,1168,0,120,81,816,,27.65,651.625,1
0.0,120,,653.5,64936.0,1.0,,1168,0,120,80,816,,,653.5,1
0.0,120,,652.75,64936.0,1.0,,1168,0,120,80,688,,,652.75,1
0.0,120,,647.5,64936.0,1.0,,1168,0,120,80,816,,27.75,647.5,1
41.2,280,,1147.125,64942.0,1.0,,1152,0,280,80,816,,27.75,1147.125,1
69.6,400,,1586.75,64942.0,1.0,,1168,10.2,400,80,816,,27.9,1586.75,1
74.8,428,,1613.0,64942.0,1.0,,1184,0,428,81,816,,27.9,1613,1
76.0,428,,1625.25,64942.0,1.0,,1200,10.7,428,82,784,,27.9,1625.25,1
76.4,428,,1620.75,64942.0,1.0,,1200,10.7,428,82,784,,27.9,1620.75,1
76.8,428,,1631.0,64942.0,1.0,,1200,10.8,428,82,784,,27.9,1631,1
78.4,420,,1691.0,64942.0,1.0,,1184,13.2,420,82,784,,27.9,1691,1
79.2,420,,1657.5,64942.0,1.0,,1184,13,420,82,784,,27.9,1657.5,1
72.4,388,,1614.0,64942.0,1.0,,1184,12.4,388,82,784,,27.9,1614,1
50.8,340,,1310.0,64942.0,1.0,,1168,10.7,340,83,784,,27.9,1310,1
70.4,380,,1504.25,64942.0,1.0,,1168,11.9,380,83,784,,27.85,1504.25,1
65.2,368,,1456.5,64942.0,1.0,,1168,11.6,368,83,784,,27.9,1456.5,1
72.0,400,,1594.25,64948.0,1.0,,1168,0,400,83,784,,27.85,1594.25,1
74.0,400,,1595.375,64948.0,1.0,,1168,12.5,400,83,784,,27.9,1595.375,1
77.6,408,,1626.375,64948.0,1.0,,1168,0,408,83,784,,27.85,1626.375,1
76.4,400,,1592.125,64948.0,1.0,,1168,12.8,400,83,784,,27.9,1592.125,1
73.2,384,,1600.875,64948.0,1.0,,1168,12.4,384,83,784,,,1600.875,1
33.6,208,,951.875,64948.0,1.0,,1136,7.9,208,83,784,,27.9,951.875,1
38.4,248,,1118.125,64948.0,1.0,,1136,8.8,248,83,784,,,1118.125,1
39.6,248,,1263.375,,1.0,,1136,9.3,248,83,784,,27.85,1263.375,1
76.0,408,,1624.0,64948.0,1.0,,1168,0,408,82,784,,,1624,1
76.8,408,,1665.625,64948.0,1.0,,1168,13,408,83,784,,27.9,1665.625,1
74.8,404,,1662.125,64948.0,1.0,,1168,0,404,83,784,,27.9,1662.125,1
76.0,388,,1603.0,64948.0,1.0,,1168,0,388,83,784,,27.9,1603,1
76.4,404,,1666.875,64954.0,1.0,,1184,12.9,404,83,784,,27.9,1666.875,1
74.4,380,,1587.875,,1.0,,1168,12.3,380,83,784,,27.9,1587.875,1
32.8,212,,1016.25,64954.0,1.0,,1136,8.2,212,83,800,,27.9,1016.25,1
69.6,376,,1608.5,64954.0,1.0,,1168,12.3,376,83,800,,27.9,1608.5,1
72.4,384,,1588.875,64954.0,1.0,,1168,12.4,384,83,800,,,1588.875,1
74.8,400,,1610.75,64954.0,1.0,,1184,12.8,400,83,800,,,1610.75,1
74.4,392,,1579.25,64954.0,1.0,,1168,0,392,83,800,,27.85,1579.25,1
73.6,368,,1591.0,64954.0,1.0,,1168,12.3,368,83,800,,,1591,1
73.6,380,,1611.875,64954.0,1.0,,1168,0,380,83,800,,,1611.875,1
74.8,384,,1604.125,64954.0,1.0,,1168,0,384,83,800,,,1604.125,1
40.4,244,,1103.375,64954.0,1.0,,1136,8.9,244,83,800,,,1103.375,1
31.6,168,,917.25,64954.0,1.0,,1120,6.9,168,83,800,,,917.25,1
72.8,396,,1575.0,65000.0,1.0,,1168,0,396,83,800,,,1575,1
72.8,384,,1588.875,65000.0,1.0,,1168,0,384,83,800,,27.85,1588.875,1
73.2,384,,1570.75,65000.0,1.0,,1168,12.5,384,83,800,,,1570.75,1
75.6,392,,1588.0,65000.0,1.0,,1168,12.6,392,83,800,,,1588,1
76.8,400,,1627.5,65000.0,1.0,,1168,12.8,400,83,768,,,1627.5,1
75.2,388,,1638.875,65000.0,1.0,,1168,0,388,83,768,,27.85,1638.875,1
74.8,388,,1650.0,65000.0,1.0,,1168,12.9,388,83,768,,,1650,1
31.6,168,,876.375,65000.0,1.0,,1120,7,168,83,768,,,876.375,1
70.4,368,,1579.25,65000.0,1.0,,1168,0,368,83,768,,,1579.25,1
71.6,368,,1582.5,65000.0,1.0,,1168,12.2,368,83,768,,,1582.5,1
72.4,376,,1568.625,65000.0,1.0,,1168,12.3,376,83,768,,,1568.625,1
72.4,368,,1611.875,65000.0,1.0,,1168,12.2,368,83,768,,,1611.875,1
72.8,372,,1564.5,65006.0,1.0,,1168,12.3,372,83,768,,,1564.5,1
74.0,380,,1564.0,65006.0,1.0,,1168,12.5,380,83,768,,,1564.5,1
74.0,384,,1583.5,65006.0,1.0,,1168,12.6,384,83,768,,,1583.5,1
40.4,260,,1143.75,65006.0,1.0,,1136,9.2,260,83,768,,,1143.75,1
26.4,168,,928.5,65006.0,1.0,,1120,7,168,83,768,,,928.5,1
70.0,380,,1581.375,65006.0,1.0,,1168,12.4,380,83,768,,,1581.375,1
74.4,380,,1592.125,65006.0,1.0,,1168,12.5,380,83,768,,,1592.125,1
74.0,380,,1592.125,65006.0,1.0,,1168,0,380,83,768,,,1592.125,1
